Time (s),,,,,
0.01,-2.95E-05,,,,
0.02,-2.19E-04,,,,
0.03,-7.64E-05,,,,
0.04,2.08E-04,,,,
0.05,1.93E-04,,,,
0.06,-2.79E-05,,,,
0.07,-1.24E-04,,,,
0.08,5.64E-05,,,,
0.09,5.69E-05,,,,
0.1,-2.52E-04,,,,
0.11,-1.37E-04,,,,
0.12,3.25E-04,,,,
0.13,3.08E-04,,,,
0.14,-2.45E-04,,,,
0.15,-4.73E-04,,,,
0.16,-4.22E-05,,,,
0.17,2.25E-04,,,,
0.18,2.64E-05,,,,
0.19,-9.75E-05,,,,
0.2,7.17E-05,,,,
0.21,1.73E-04,,,,
0.22,7.96E-05,,,,
0.23,-1.31E-04,,,,
0.24,-3.48E-04,,,,
0.25,-2.71E-04,,,,
0.26,1.95E-04,,,,
0.27,4.66E-04,,,,
0.28,6.54E-05,,,,
0.29,-3.59E-04,,,,
0.3,-1.84E-04,,,,
0.31,1.29E-04,,,,
0.32,1.60E-04,,,,
0.33,-6.22E-05,,,,
0.34,-1.37E-04,,,,
0.35,-1.16E-05,,,,
0.36,1.14E-04,,,,
0.37,2.20E-04,,,,
0.38,9.80E-05,,,,
0.39,-1.91E-04,,,,
0.4,-2.43E-04,,,,
0.41,0.00E+00,,,,
0.42,2.10E-04,,,,
0.43,3.43E-05,,,,
0.44,-2.15E-04,,,,
0.45,-2.58E-05,,,,
0.46,2.79E-04,,,,
0.47,1.34E-04,,,,
0.48,-1.98E-04,,,,
0.49,-1.32E-04,,,,
0.5,8.70E-05,,,,
0.51,1.79E-05,,,,
0.52,-1.00E-04,,,,
0.53,1.48E-05,,,,
0.54,1.82E-04,,,,
0.55,9.43E-05,,,,
0.56,-1.63E-04,,,,
0.57,-2.89E-04,,,,
0.58,-2.16E-05,,,,
0.59,3.07E-04,,,,
0.6,9.12E-05,,,,
0.61,-3.18E-04,,,,
0.62,-2.18E-04,,,,
0.63,2.42E-04,,,,
0.64,3.23E-04,,,,
0.65,-1.57E-04,,,,
0.66,-4.43E-04,,,,
0.67,-8.80E-05,,,,
0.68,3.77E-04,,,,
0.69,3.34E-04,,,,
0.7,-1.51E-04,,,,
0.71,-3.70E-04,,,,
0.72,-1.06E-04,,,,
0.73,1.68E-04,,,,
0.74,6.64E-05,,,,
0.75,-1.69E-04,,,,
0.76,-1.23E-04,,,,
0.77,1.35E-04,,,,
0.78,1.82E-04,,,,
0.79,-3.16E-05,,,,
0.8,-1.42E-04,,,,
0.81,-2.37E-05,,,,
0.82,8.27E-05,,,,
0.83,-1.63E-05,,,,
0.84,-1.21E-04,,,,
0.85,3.16E-06,,,,
0.86,1.99E-04,,,,
0.87,1.71E-04,,,,
0.88,-1.04E-04,,,,
0.89,-2.69E-04,,,,
0.9,-8.38E-05,,,,
0.91,1.79E-04,,,,
0.92,1.92E-04,,,,
0.93,-1.58E-05,,,,
0.94,-1.61E-04,,,,
0.95,-5.43E-05,,,,
0.96,1.15E-04,,,,
0.97,6.85E-05,,,,
0.98,-8.33E-05,,,,
0.99,-1.01E-04,,,,
1,2.16E-05,,,,
1.01,1.01E-04,,,,
1.02,1.05E-06,,,,
1.03,-9.80E-05,,,,
1.04,-1.79E-05,,,,
1.05,3.37E-05,,,,
1.06,-5.96E-05,,,,
1.07,-1.10E-04,,,,
1.08,-1.21E-05,,,,
1.09,9.59E-05,,,,
1.1,9.80E-05,,,,
1.11,-1.05E-05,,,,
1.12,-1.12E-04,,,,
1.13,-7.22E-05,,,,
1.14,1.90E-05,,,,
1.15,4.90E-05,,,,
1.16,6.64E-05,,,,
1.17,7.48E-05,,,,
1.18,2.06E-05,,,,
1.19,-3.48E-05,,,,
1.2,-3.85E-05,,,,
1.21,-3.21E-05,,,,
1.22,-2.16E-05,,,,
1.23,-2.37E-05,,,,
1.24,-4.80E-05,,,,
1.25,-5.53E-05,,,,
1.26,3.00E-05,,,,
1.27,1.70E-04,,,,
1.28,1.52E-04,,,,
1.29,-7.59E-05,,,,
1.3,-2.10E-04,,,,
1.31,-6.64E-05,,,,
1.32,1.30E-04,,,,
1.33,1.39E-04,,,,
1.34,1.05E-06,,,,
1.35,-1.54E-04,,,,
1.36,-1.60E-04,,,,
1.37,6.85E-05,,,,
1.38,2.74E-04,,,,
1.39,1.42E-04,,,,
1.4,-1.97E-04,,,,
1.41,-2.78E-04,,,,
1.42,-3.48E-05,,,,
1.43,1.52E-04,,,,
1.44,3.32E-05,,,,
1.45,-1.49E-04,,,,
1.46,-7.48E-05,,,,
1.47,1.10E-04,,,,
1.48,5.53E-05,,,,
1.49,-1.65E-04,,,,
1.5,-1.87E-04,,,,
1.51,3.48E-05,,,,
1.52,1.44E-04,,,,
1.53,-5.43E-05,,,,
1.54,-2.48E-04,,,,
1.55,-9.01E-05,,,,
1.56,1.96E-04,,,,
1.57,1.74E-04,,,,
1.58,-8.59E-05,,,,
1.59,-1.63E-04,,,,
1.6,5.27E-06,,,,
1.61,1.17E-04,,,,
1.62,1.58E-05,,,,
1.63,-8.64E-05,,,,
1.64,2.06E-05,,,,
1.65,1.60E-04,,,,
1.66,9.64E-05,,,,
1.67,-6.38E-05,,,,
1.68,-1.20E-04,,,,
1.69,-5.43E-05,,,,
1.7,4.16E-05,,,,
1.71,9.17E-05,,,,
1.72,6.01E-05,,,,
1.73,-1.74E-05,,,,
1.74,-8.49E-05,,,,
1.75,-8.54E-05,,,,
1.76,-4.48E-05,,,,
1.77,-3.74E-05,,,,
1.78,-3.11E-05,,,,
1.79,4.59E-05,,,,
1.8,1.05E-04,,,,
1.81,8.17E-05,,,,
1.82,6.32E-06,,,,
1.83,-1.11E-04,,,,
1.84,-1.84E-04,,,,
1.85,-7.59E-05,,,,
1.86,1.59E-04,,,,
1.87,2.01E-04,,,,
1.88,-2.53E-05,,,,
1.89,-1.82E-04,,,,
1.9,-5.53E-05,,,,
1.91,7.96E-05,,,,
1.92,1.05E-06,,,,
1.93,-3.74E-05,,,,
1.94,6.85E-05,,,,
1.95,1.00E-04,,,,
1.96,-1.21E-05,,,,
1.97,-8.33E-05,,,,
1.98,-3.27E-05,,,,
1.99,-1.79E-05,,,,
2,-6.96E-05,,,,
2.01,-5.80E-06,,,,
2.02,6.32E-05,,,,
2.03,-3.64E-05,,,,
2.04,-1.21E-04,,,,
2.05,-1.58E-05,,,,
2.06,1.20E-04,,,,
2.07,9.64E-05,,,,
2.08,-2.90E-05,,,,
2.09,-4.64E-05,,,,
2.1,3.16E-05,,,,
2.11,1.32E-05,,,,
2.12,-4.27E-05,,,,
2.13,5.80E-06,,,,
2.14,6.17E-05,,,,
2.15,4.32E-05,,,,
2.16,-2.37E-05,,,,
2.17,-3.06E-05,,,,
2.18,8.01E-05,,,,
2.19,5.43E-05,,,,
2.2,-1.81E-04,,,,
2.21,-2.10E-04,,,,
2.22,8.54E-05,,,,
2.23,3.36E-04,,,,
2.24,1.24E-04,,,,
2.25,-2.52E-04,,,,
2.26,-2.46E-04,,,,
2.27,4.11E-05,,,,
2.28,1.53E-04,,,,
2.29,-1.16E-04,,,,
2.3,-3.16E-04,,,,
2.31,-4.27E-05,,,,
2.32,2.65E-04,,,,
2.33,1.69E-04,,,,
2.34,-1.68E-04,,,,
2.35,-2.69E-04,,,,
2.36,-2.37E-05,,,,
2.37,2.09E-04,,,,
2.38,1.57E-04,,,,
2.39,-9.12E-05,,,,
2.4,-1.63E-04,,,,
2.41,5.27E-05,,,,
2.42,1.90E-04,,,,
2.43,-5.64E-05,,,,
2.44,-3.44E-04,,,,
2.45,-4.53E-05,,,,
2.46,4.27E-04,,,,
2.47,2.53E-04,,,,
2.48,-3.03E-04,,,,
2.49,-4.36E-04,,,,
2.5,2.06E-05,,,,
2.51,4.03E-04,,,,
2.52,6.43E-05,,,,
2.53,-4.64E-04,,,,
2.54,-3.00E-04,,,,
2.55,3.33E-04,,,,
2.56,4.47E-04,,,,
2.57,-1.50E-04,,,,
2.58,-5.15E-04,,,,
2.59,-1.86E-04,,,,
2.6,2.62E-04,,,,
2.61,2.88E-04,,,,
2.62,-4.27E-05,,,,
2.63,-2.20E-04,,,,
2.64,-7.59E-05,,,,
2.65,2.22E-04,,,,
2.66,2.97E-04,,,,
2.67,-1.09E-04,,,,
2.68,-3.93E-04,,,,
2.69,-6.38E-05,,,,
2.7,3.71E-04,,,,
2.71,3.17E-04,,,,
2.72,-1.42E-04,,,,
2.73,-3.24E-04,,,,
2.74,-4.01E-05,,,,
2.75,1.90E-04,,,,
2.76,4.16E-05,,,,
2.77,-1.35E-04,,,,
2.78,6.22E-05,,,,
2.79,2.35E-04,,,,
2.8,-2.95E-05,,,,
2.81,-3.26E-04,,,,
2.82,-1.69E-04,,,,
2.83,1.78E-04,,,,
2.84,2.57E-04,,,,
2.85,4.53E-05,,,,
2.86,-2.52E-04,,,,
2.87,-2.28E-04,,,,
2.88,6.59E-05,,,,
2.89,1.26E-04,,,,
2.9,-5.69E-05,,,,
2.91,-9.12E-05,,,,
2.92,1.57E-04,,,,
2.93,2.95E-04,,,,
2.94,-8.33E-05,,,,
2.95,-4.96E-04,,,,
2.96,-2.44E-04,,,,
2.97,3.16E-04,,,,
2.98,4.99E-04,,,,
2.99,8.80E-05,,,,
3,-4.30E-04,,,,
3.01,-4.30E-04,,,,
3.02,-7.91E-06,,,,
3.03,2.42E-04,,,,
3.04,9.38E-05,,,,
3.05,-8.91E-05,,,,
3.06,-8.01E-05,,,,
3.07,1.05E-06,,,,
3.08,3.32E-05,,,,
3.09,-1.79E-05,,,,
3.1,-1.22E-04,,,,
3.11,-1.30E-04,,,,
3.12,4.27E-05,,,,
3.13,1.80E-04,,,,
3.14,1.40E-04,,,,
3.15,-2.64E-05,,,,
3.16,-1.78E-04,,,,
3.17,-1.52E-04,,,,
3.18,1.26E-05,,,,
3.19,1.67E-04,,,,
3.2,1.15E-04,,,,
3.21,-4.85E-05,,,,
3.22,-1.05E-04,,,,
3.23,-8.96E-06,,,,
3.24,1.32E-04,,,,
3.25,1.48E-04,,,,
3.26,-2.79E-05,,,,
3.27,-2.22E-04,,,,
3.28,-1.91E-04,,,,
3.29,7.27E-05,,,,
3.3,2.10E-04,,,,
3.31,5.32E-05,,,,
3.32,-1.50E-04,,,,
3.33,-1.22E-04,,,,
3.34,1.21E-05,,,,
3.35,-1.79E-05,,,,
3.36,-1.02E-04,,,,
3.37,-5.74E-05,,,,
3.38,7.96E-05,,,,
3.39,2.15E-04,,,,
3.4,1.60E-04,,,,
3.41,-4.32E-05,,,,
3.42,-8.70E-05,,,,
3.43,4.59E-05,,,,
3.44,8.80E-05,,,,
3.45,3.95E-05,,,,
3.46,7.91E-06,,,,
3.47,2.48E-05,,,,
3.48,1.06E-04,,,,
